Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/05/11,19041.985,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/05/11,19041.985,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/04/13,19041.928,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/04/13,19041.928,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/03/09,19041.867,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/03/09,19041.867,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/02/09,19041.804,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/02/09,19041.804,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/01/12,19041.746,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/01/12,19041.746,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/12/08,19041.685,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2020/12/08,19041.685,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2020/11/19,19041.631,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/11/10,19041.63,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/10/13,19041.572,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/09/08,19041.508,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/08/11,19041.45,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/07/14,19041.388,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/06/09,19041.329,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/05/27,19041.264,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2020/04/16,19041.208,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/11/09,19041.1348,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/10/12,19041.1288,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/09/14,19041.1237,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/08/10,19041.1165,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/07/13,19041.111,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/07/13,19041.111,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,2004,Pro,2021/06/08,19041.1052,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/07/14,18363.959,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/06/09,18363.9,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/05/12,18363.836,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/04/14,18363.778,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/03/12,18363.72,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/02/11,18363.657,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/01/14,18363.592,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2019/12/10,18363.535,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2019/10/05,18363.418,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2021/06/08,18363.1621,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2021/05/11,18363.1556,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2021/04/13,18363.15,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2021/03/09,18363.144,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2021/02/11,18363.1379,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2021/01/12,18363.1316,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/12/08,18363.1256,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/11/10,18363.1198,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/10/13,18363.1139,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/09/08,18363.1082,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1909,Pro,2020/08/11,18363.1016,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2020/07/14,18362.959,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2020/05/12,18362.836,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2020/03/12,18362.72,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2020/02/11,18362.657,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2019/12/10,18362.535,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2019/11/12,18362.476,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2019/09/10,18362.356,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2019/03/29,18362.3,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2019/07/09,18362.239,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2019/06/11,18362.175,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2020/12/08,18362.1256,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2020/11/10,18362.1198,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2020/10/13,18362.1139,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
10004,0,Information,Microsoft-Windows-NetworkProfile/Diagnostic,Notify Clients,Stop,,Windows 10,1903,Pro,2020/09/08,18362.1082,Posted Network Connected Event Type: {NetworkProfileEventState}	ProfileID: {Guid},{NetworkProfileEventState} | {Guid}
