Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,21H1,Pro,2022/03/15,19041.1586,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2022/03/15,19041.1586,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,21H2,Pro,2022/02/15,19041.1526,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,21H1,Pro,2022/02/15,19041.1526,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2022/02/15,19041.1526,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2021/12/14,19041.1415,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,2004,Pro,2021/11/09,19041.1348,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2021/11/09,19041.1348,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,2004,Pro,2021/10/12,19041.1288,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2021/10/12,19041.1288,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,2004,Pro,2021/09/14,19041.1237,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2021/09/14,19041.1237,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,2004,Pro,2021/08/10,19041.1165,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2021/08/10,19041.1165,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,2004,Pro,2021/07/13,19041.111,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2021/07/13,19041.111,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,2004,Pro,2021/06/08,19041.1052,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,20H2,Pro,2021/06/08,19041.1052,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/07/14,18363.959,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/06/09,18363.9,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/05/12,18363.836,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/04/14,18363.778,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/03/12,18363.72,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/02/11,18363.657,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/01/14,18363.592,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2019/12/10,18363.535,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2019/10/05,18363.418,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2021/06/08,18363.1621,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2021/05/11,18363.1556,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2021/04/13,18363.15,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2021/03/09,18363.144,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2021/02/11,18363.1379,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2021/01/12,18363.1316,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/12/08,18363.1256,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/11/10,18363.1198,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/10/13,18363.1139,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/09/08,18363.1082,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1909,Pro,2020/08/11,18363.1016,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2020/07/14,18362.959,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2020/05/12,18362.836,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2020/03/12,18362.72,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2020/02/11,18362.657,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2019/12/10,18362.535,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2019/11/12,18362.476,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2019/09/10,18362.356,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2019/03/29,18362.3,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2019/07/09,18362.239,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2019/06/11,18362.175,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2020/12/08,18362.1256,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2020/11/10,18362.1198,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2020/10/13,18362.1139,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2020/09/08,18362.1082,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1903,Pro,2019/12/10,18362.1016,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/01/14,17763.973,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/12/10,17763.914,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/11/12,17763.864,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/10/08,17763.805,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/09/10,17763.737,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/08/13,17763.678,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/07/09,17763.615,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/06/11,17763.557,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/05/19,17763.504,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/04/09,17763.437,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/03/12,17763.379,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2019/02/12,17763.316,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2019/01/08,17763.253,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2018/12/11,17763.194,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/11/10,17763.1577,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/10/13,17763.1518,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/09/08,17763.1457,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/08/11,17763.1397,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/07/14,17763.1339,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/06/09,17763.1282,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/05/12,17763.1217,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/04/14,17763.1158,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/03/12,17763.1098,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2018/11/13,17763.107,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1809,Pro,2020/02/11,17763.1039,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2019/08/13,17134.95,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2019/07/09,17134.885,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2019/06/11,17134.829,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2019/05/19,17134.766,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2019/04/09,17134.706,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2019/03/12,17134.648,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2019/01/08,17134.523,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2018/09/11,17134.285,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2018/08/14,17134.228,WorkQueue Extended PlatformRef: Stop platform={object},{object}
6,0,Verbose,RTWorkQueue Extended,WorkQueue: PlatformRef,Stop,,Windows 10,1803,Pro,2018/06/12,17134.112,WorkQueue Extended PlatformRef: Stop platform={object},{object}
