Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
13021,0,Information,Microsoft-Windows-Wired-AutoConfig/Operational,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,A pre-logon connection was not attempted.Result: {Result}Reason: {Reason},{Result} | {Reason}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1803,Pro,2018/06/12,17134.112,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1803,Pro,2019/06/11,17134.829,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1803,Pro,2019/05/19,17134.766,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1803,Pro,2019/07/09,17134.885,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/01/12,19041.746,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2022/02/15,19041.1526,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2022/04/19,19042.1645,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/04/13,19041.928,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/03/09,19041.867,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/07/13,19041.1110,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/11/09,19041.1348,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2020/12/08,19041.685,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/09/14,19041.1237,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/12/14,19041.1415,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2020/11/19,19041.631,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/10/12,19041.1288,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/02/09,19041.804,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2022/03/15,19041.1586,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2022/01/11,19042.1466,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/06/08,19041.1052,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/08/10,19041.1165,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,20H2,Pro,2021/05/11,19041.985,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1607,Pro,2016/11/08,14393.447,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2020/10/13,18362.1139,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2019/09/10,18362.356,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2019/11/12,18362.476,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2019/06/11,18362.175,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2020/07/14,18362.959,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2020/05/12,18362.836,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2020/03/12,18362.720,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2020/12/08,18362.1256,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2019/07/09,18362.239,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2019/12/10,18362.535,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2020/02/11,18362.657,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2019/12/10,18362.1016,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2020/09/08,18362.1082,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2019/03/29,18362.30,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1903,Pro,2020/11/10,18362.1198,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1511,Enterprise,2016/02/09,10586.104,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1511,Pro,2016/03/08,10586.164,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1511,Pro,1970/01/01,10586.0,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1507,Pro,2015/07/29,10240,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,21H2,Pro,2022/04/19,19044.1645,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,21H2,Pro,2022/01/11,19044.1466,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,21H2,Pro,2021/12/14,19043.1415,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,21H2,Pro,2021/10/12,19044.1288,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,21H2,Pro,2022/02/15,19041.1526,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,21H2,Pro,2022/03/15,19041.1586,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,21H2,Pro,2022/05/17,19044.1706,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2018/12/11,17763.194,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/11/12,17763.864,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/03/12,17763.1098,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/05/19,17763.504,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/07/14,17763.1339,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/08/13,17763.678,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/10/13,17763.1518,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/10/08,17763.805,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/12/10,17763.914,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/07/09,17763.615,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/04/09,17763.437,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/01/14,17763.973,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/05/12,17763.1217,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/04/14,17763.1158,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/08/11,17763.1397,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/11/10,17763.1577,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/09/08,17763.1457,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/06/09,17763.1282,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2020/02/11,17763.1039,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2018/11/13,17763.107,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/02/12,17763.316,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/03/12,17763.379,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/09/10,17763.737,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1809,Pro,2019/06/11,17763.557,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1709,Pro,2017/11/14,16299.64,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1709,Pro,2017/12/12,16299.125,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1709,Pro,2017/11/14,16299.15,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1703,Pro,2017/07/11,15063.483,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1703,Pro,2017/03/20,15063.0,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1703,Pro,2017/06/13,15063.413,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/07/13,19041.1110,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/02/09,19041.804,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/07/14,19041.388,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/11/10,19041.630,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/05/11,19041.985,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/03/09,19041.867,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/06/09,19041.329,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/04/13,19041.928,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/08/10,19041.1165,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/10/12,19041.1288,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/09/14,19041.1237,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/06/08,19041.1052,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/12/08,19041.685,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/10/13,19041.572,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/04/16,19041.208,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/01/12,19041.746,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/08/11,19041.450,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/05/27,19041.264,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2020/09/08,19041.508,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,2004,Pro,2021/11/09,19041.1348,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1909,Pro,2021/04/13,18363.1500,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1909,Pro,2020/02/11,18363.657,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1909,Pro,2020/08/11,18363.1016,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1909,Pro,2021/01/12,18363.1316,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1909,Pro,2020/04/14,18363.778,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1909,Pro,2020/10/13,18363.1139,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
21031,0,Information,Microsoft-Windows-Wired-AutoConfig/Diagnostic,MSM,,MSM,Windows 10,1909,Pro,2019/12/10,18363.535,Interface({InterfaceGuid}): Set the SWITCH MAC address to {InterfaceDescription},{InterfaceGuid} | {InterfaceDescription}
